PLAYER,TEAM,YEAR,GP,W,L,MIN,DIST. FEET,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF
Johnny Juzang,UTA,2023,18,6,12,12.9,5768,1.09,0.6,0.49,4.71,5.2,4.23
Jonas Valanciunas,NOP,2023,79,40,39,24.9,9358.6,1.77,0.92,0.85,4.03,4.24,3.83
Jonathan Isaac,ORL,2023,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
Jonathan Kuminga,GSW,2023,67,38,29,20.8,8636.4,1.64,0.87,0.77,4.39,4.71,4.07
Jordan Clarkson,UTA,2023,61,30,31,32.6,13008.6,2.46,1.39,1.08,4.22,4.65,3.77
Jordan Goodwin,WAS,2023,62,22,40,17.8,7566.4,1.43,0.78,0.65,4.47,4.79,4.13
Jordan Hall,SAS,2023,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
Jordan McLaughlin,MIN,2023,42,21,21,15.7,6804.9,1.29,0.71,0.58,4.58,5.19,4.02
Jordan Nwora,IND,2023,62,36,26,19.2,7885.2,1.49,0.8,0.69,4.36,4.68,4.04
Jordan Poole,GSW,2023,81,43,38,30,11548,2.19,1.25,0.94,4.08,4.72,3.46
Jordan Schakel,WAS,2023,2,0,2,3.1,1360,0.26,0.13,0.13,4.38,5.43,5.11
Jose Alvarado,NOP,2023,61,30,31,21.5,9076.8,1.72,0.9,0.82,4.47,4.7,4.25
Josh Christopher,HOU,2023,64,16,48,12.3,4916.3,0.93,0.5,0.43,4.23,4.53,3.93
Josh Giddey,OKC,2023,76,34,42,31.1,12674.1,2.4,1.28,1.12,4.34,4.75,3.94
Josh Green,DAL,2023,60,27,33,25.6,10814,2.05,1.08,0.96,4.45,4.58,4.32
Josh Hart,NYK,2023,76,42,34,32.3,12541,2.38,1.27,1.1,4.1,4.33,3.87
Josh Minott,MIN,2023,14,6,8,6.5,2899.2,0.55,0.29,0.26,4.66,5.2,4.16
Josh Okogie,PHX,2023,72,38,34,18.8,7637.8,1.45,0.74,0.71,4.31,4.36,4.24
Josh Richardson,NOP,2023,64,24,40,23.6,9651.1,1.83,1.01,0.82,4.31,4.77,3.85
Joshua Primo,SAS,2023,4,3,1,23.3,9947,1.88,1.08,0.81,4.47,5.07,3.87
Jrue Holiday,MIL,2023,67,50,17,32.6,12711.1,2.41,1.28,1.12,4.17,4.55,3.81
Juan Toscano-Anderson,UTA,2023,52,19,33,13.5,5662.9,1.07,0.58,0.5,4.44,4.86,4.02
Juancho Hernangomez,TOR,2023,42,20,22,14.6,6144.1,1.16,0.61,0.55,4.46,4.63,4.28
Julian Champagnie,SAS,2023,15,6,9,17.5,7655.1,1.45,0.82,0.63,4.62,5.09,4.12
Julius Randle,NYK,2023,77,44,33,35.5,13161.5,2.49,1.38,1.11,3.92,4.19,3.63
Justin Champagnie,BOS,2023,5,4,1,6.9,2783.2,0.53,0.28,0.24,4.28,4.25,4.32
Justin Holiday,DAL,2023,46,18,28,15.3,6272.6,1.19,0.64,0.55,4.29,4.67,3.93
Justin Jackson,BOS,2023,23,15,8,4.7,1817.5,0.34,0.19,0.16,4.07,4.3,3.83
Justin Minaya,POR,2023,3,0,3,20.4,8865.3,1.68,0.84,0.84,4.56,4.66,4.47
Justise Winslow,POR,2023,29,15,14,26.8,10341.1,1.96,1.06,0.9,4.08,4.27,3.88
Jusuf Nurkic,POR,2023,52,24,28,26.8,9723.1,1.84,0.99,0.85,3.87,4.12,3.62
KZ Okpala,SAC,2023,35,19,16,7.1,3074.9,0.58,0.3,0.28,4.54,4.82,4.28
Kai Jones,CHA,2023,46,13,33,11.9,4867.6,0.92,0.49,0.43,4.26,4.55,3.97
Karl-Anthony Towns,MIN,2023,28,14,14,33.2,12332.4,2.34,1.2,1.14,3.95,4.13,3.77
Kawhi Leonard,LAC,2023,52,33,19,33.6,13066.6,2.47,1.37,1.1,4.12,4.48,3.76
Keegan Murray,SAC,2023,80,47,33,29.8,12212.1,2.31,1.23,1.09,4.37,4.76,4
Keita Bates-Diop,SAS,2023,64,17,47,21.8,9035.3,1.71,0.93,0.78,4.41,4.8,4.01
Keldon Johnson,SAS,2023,61,16,45,32.8,12971.6,2.46,1.36,1.1,4.21,4.69,3.73
Kelly Olynyk,UTA,2023,68,28,40,28.6,10977.1,2.08,1.15,0.92,4.07,4.5,3.64
Kelly Oubre Jr.,CHA,2023,48,16,32,32.2,12756.5,2.42,1.29,1.13,4.2,4.49,3.9
Kemba Walker,DAL,2023,9,5,4,16,6018.7,1.14,0.64,0.5,4.01,4.4,3.6
Kendall Brown,IND,2023,6,1,5,6.7,3001.2,0.57,0.29,0.28,4.59,4.81,4.4
Kendrick Nunn,WAS,2023,70,30,40,13.8,5444.9,1.03,0.56,0.47,4.2,4.51,3.88
Kennedy Chandler,MEM,2023,36,22,14,7.8,3070.9,0.58,0.31,0.27,4.1,4.34,3.85
Kenneth Lofton Jr.,MEM,2023,24,15,9,7.3,2728.7,0.52,0.28,0.24,3.91,4.16,3.65
Kenrich Williams,OKC,2023,53,26,27,22.8,9217.1,1.75,0.91,0.83,4.29,4.64,3.97
Kentavious Caldwell-Pope,DEN,2023,76,51,25,31.3,11614.9,2.2,1.14,1.06,3.94,4.12,3.77
Kenyon Martin Jr.,HOU,2023,82,22,60,27.9,10029.3,1.9,1,0.89,3.8,3.9,3.69
Keon Ellis,SAC,2023,16,7,9,4.4,1823.4,0.35,0.18,0.17,4.26,4.4,4.12
Keon Johnson,POR,2023,40,13,27,10.4,4193.5,0.79,0.43,0.37,4.2,4.39,3.98
Kessler Edwards,SAC,2023,36,17,19,10.7,4491.6,0.85,0.44,0.41,4.41,4.7,4.13
Kevin Durant,PHX,2023,47,34,13,35.6,12297.8,2.33,1.25,1.08,3.69,3.98,3.39
Kevin Huerter,SAC,2023,75,44,31,29.4,12000.5,2.27,1.23,1.05,4.35,4.82,3.9
Kevin Knox II,POR,2023,62,12,50,15,6070,1.15,0.63,0.52,4.28,4.65,3.91
Kevin Love,MIA,2023,62,35,27,20,7195.1,1.36,0.73,0.63,3.83,3.99,3.66
Kevin Porter Jr.,HOU,2023,59,18,41,34.3,13297,2.52,1.37,1.15,4.11,4.31,3.9
Kevon Harris,ORL,2023,34,12,22,13.4,5370.6,1.02,0.53,0.49,4.19,4.28,4.1
Kevon Looney,GSW,2023,81,43,38,23.9,8999.1,1.7,0.88,0.82,4.02,4.2,3.84
Khem Birch,SAS,2023,20,9,11,8.1,3237.9,0.61,0.33,0.29,4.26,4.58,3.89
Khris Middleton,MIL,2023,33,25,8,24.3,9303.5,1.76,0.95,0.81,4.08,4.53,3.65
Killian Hayes,DET,2023,75,16,59,28.3,10907.1,2.07,1.13,0.94,4.11,4.42,3.79
Kira Lewis Jr.,NOP,2023,25,11,14,9.4,3974.4,0.75,0.39,0.36,4.46,4.76,4.18
Klay Thompson,GSW,2023,68,37,31,33.2,13021.8,2.47,1.35,1.12,4.17,4.68,3.69
Kobi Simmons,CHA,2023,5,1,4,5.5,2345.4,0.44,0.22,0.22,4.39,4.33,4.44
Kris Dunn,UTA,2023,22,8,14,25.8,10457.9,1.98,1.05,0.93,4.25,4.73,3.81
Kristaps Porzingis,WAS,2023,65,27,38,32.6,11916.5,2.26,1.23,1.02,3.89,4.13,3.63
Kyle Anderson,MIN,2023,68,35,33,28.4,10832.6,2.05,1.09,0.96,4.03,4.33,3.75
Kyle Kuzma,WAS,2023,64,29,35,35,13517.3,2.56,1.42,1.14,4.09,4.44,3.73
Kyle Lowry,MIA,2023,55,30,25,31.2,10880.9,2.06,1.13,0.93,3.69,3.99,3.39
Kyrie Irving,DAL,2023,60,32,28,37.3,13759.6,2.61,1.4,1.21,3.92,4.27,3.58
LaMelo Ball,CHA,2023,36,13,23,35.2,14639.6,2.77,1.52,1.26,4.41,4.94,3.91
Lamar Stevens,CLE,2023,62,39,23,18.1,7041.2,1.33,0.69,0.65,4.12,4.2,4.05
Landry Shamet,PHX,2023,40,19,21,20.2,8534.1,1.62,0.91,0.7,4.47,5.06,3.88
Larry Nance Jr.,NOP,2023,65,34,31,21.2,8116.1,1.54,0.81,0.72,4.01,4.28,3.74
Lauri Markkanen,UTA,2023,66,32,34,34.4,13311,2.52,1.39,1.13,4.08,4.45,3.7
LeBron James,LAL,2023,55,30,25,35.5,12370.3,2.34,1.27,1.07,3.71,4.07,3.36
Leandro Bolmaro,UTA,2023,14,8,6,4.9,2116.3,0.4,0.21,0.19,4.49,4.73,4.24
Lester Quinones,GSW,2023,4,4,0,4.5,2013.5,0.38,0.23,0.15,4.55,4.95,4.05
Lindell Wigginton,MIL,2023,7,4,3,12.4,4831.6,0.92,0.49,0.42,4.11,4.24,4.09
Lindy Waters III,OKC,2023,41,20,21,12.9,5448.2,1.03,0.55,0.48,4.44,4.92,4
Lonnie Walker IV,LAL,2023,56,27,29,23.2,8743.5,1.66,0.85,0.8,4.06,4.22,3.91
Louis King,PHI,2023,1,1,0,28.8,11364,2.15,1.19,0.96,4.24,4.29,4.19
Luguentz Dort,OKC,2023,74,36,38,30.7,12220.5,2.31,1.21,1.1,4.23,4.56,3.92
Luka Doncic,DAL,2023,66,33,33,36.2,12461.6,2.36,1.34,1.02,3.65,4.04,3.24
Luka Garza,MIN,2023,27,14,13,8.8,3854.5,0.73,0.39,0.34,4.61,4.91,4.3
Luka Samanic,UTA,2023,7,2,5,23,9374.9,1.78,0.93,0.84,4.33,4.94,3.82
Luke Kennard,MEM,2023,59,37,22,22.3,8818.5,1.67,0.9,0.77,4.18,4.55,3.81
Luke Kornet,BOS,2023,69,45,24,11.7,4610,0.87,0.47,0.4,4.19,4.4,3.96
Mac McClung,PHI,2023,2,2,0,20.5,8480,1.61,0.91,0.7,4.31,4.49,4.11
Malachi Flynn,TOR,2023,53,29,24,13,5259,1,0.54,0.46,4.25,4.57,3.93
Malaki Branham,SAS,2023,63,14,49,23.5,9823.2,1.86,1.03,0.83,4.44,4.92,3.97
Malcolm Brogdon,BOS,2023,67,46,21,26,9790.1,1.85,1.03,0.83,3.98,4.4,3.55
Malcolm Hill,CHI,2023,4,3,1,2,740.5,0.14,0.07,0.07,4.18,4.46,3.92
Malik Beasley,LAL,2023,81,45,36,25.8,9630.7,1.82,1.01,0.82,3.94,4.24,3.63
Malik Monk,SAC,2023,77,47,30,22.3,9091.6,1.72,0.93,0.79,4.28,4.82,3.76
Mamadi Diakite,CLE,2023,22,15,7,8,3062.8,0.58,0.3,0.28,4.03,4.23,3.83
MarJon Beauchamp,MIL,2023,52,34,18,13.5,5516.6,1.04,0.55,0.49,4.33,4.52,4.13
Marcus Morris Sr.,LAC,2023,65,35,30,28.1,10046.8,1.9,1.02,0.89,3.81,4.02,3.59
Marcus Smart,BOS,2023,61,43,18,32.1,11306.4,2.14,1.14,1,3.75,4.05,3.46
Mark Williams,CHA,2023,43,18,25,19.3,7582.1,1.44,0.74,0.7,4.18,4.41,3.97
Markelle Fultz,ORL,2023,60,29,31,29.6,12465.5,2.36,1.26,1.1,4.48,4.86,4.12
Markieff Morris,DAL,2023,35,17,18,10.1,3736.1,0.71,0.38,0.33,3.9,3.99,3.78
Marko Simonovic,CHI,2023,6,2,4,3.1,1224.8,0.23,0.11,0.12,4.06,4.79,3.52
Marvin Bagley III,DET,2023,42,7,35,23.6,9383.1,1.78,0.95,0.83,4.27,4.43,4.09
Mason Plumlee,LAC,2023,79,28,51,26,10402.3,1.97,1.06,0.91,4.26,4.6,3.92
Matisse Thybulle,POR,2023,71,38,33,16.9,6735.4,1.28,0.64,0.63,4.23,4.29,4.18
Matt Ryan,MIN,2023,33,14,19,9.3,3805.2,0.72,0.38,0.34,4.31,4.74,3.9
Matthew Dellavedova,SAC,2023,32,19,13,6.7,2821.1,0.53,0.29,0.24,4.44,5,3.91
Max Christie,LAL,2023,41,19,22,12.5,5208.7,0.99,0.52,0.46,4.41,4.7,4.14
Max Strus,MIA,2023,80,42,38,28.4,11662.2,2.21,1.26,0.95,4.35,4.9,3.79
Maxi Kleber,DAL,2023,37,18,19,25.1,9319.9,1.77,0.95,0.81,3.91,4.08,3.72
McKinley Wright IV,DAL,2023,27,14,13,12.4,5109.9,0.97,0.51,0.46,4.37,4.65,4.09
Meyers Leonard,MIL,2023,9,6,3,12.6,4610.2,0.87,0.49,0.38,3.88,4.12,3.52
Mfiondu Kabengele,BOS,2023,4,3,1,9.1,3363.3,0.64,0.35,0.28,3.83,4.02,3.61
Micah Potter,UTA,2023,7,4,3,7.5,3201.4,0.61,0.32,0.28,4.42,4.86,4.19
Michael Carter-Williams,ORL,2023,4,1,3,11.1,4230,0.8,0.46,0.34,3.99,4.29,3.66
Michael Foster Jr.,PHI,2023,1,1,0,1,356,0.07,0.05,0.02,5.13,0,0
Michael Porter Jr.,DEN,2023,62,41,21,29,10895,2.06,1.07,1,4.01,4.14,3.89
Mikal Bridges,BKN,2023,83,42,41,35.7,14247.8,2.7,1.46,1.24,4.25,4.55,3.93
Mike Conley,MIN,2023,66,33,33,30.4,11917.6,2.26,1.24,1.01,4.15,4.48,3.82
Mike Muscala,BOS,2023,63,32,31,15,6273.9,1.19,0.65,0.53,4.42,4.92,3.91
Miles McBride,NYK,2023,64,36,28,11.9,4898.4,0.93,0.49,0.44,4.34,4.49,4.2
Mitchell Robinson,NYK,2023,59,35,24,26.9,10045.6,1.9,1,0.9,3.98,4.04,3.92
Mo Bamba,LAL,2023,49,25,24,15.7,5854.1,1.11,0.6,0.51,3.98,4.2,3.76
Monte Morris,WAS,2023,62,28,34,27.4,10607.4,2.01,1.13,0.88,4.13,4.51,3.71
Montrezl Harrell,PHI,2023,57,35,22,11.9,4423.3,0.84,0.45,0.39,3.92,4.15,3.69
Moritz Wagner,ORL,2023,57,27,30,19.5,7727.7,1.46,0.79,0.67,4.19,4.56,3.84
Moses Brown,BKN,2023,36,17,19,8.2,3277.3,0.62,0.34,0.29,4.19,4.48,3.93
Moses Moody,GSW,2023,62,36,26,12.9,5058.5,0.96,0.52,0.44,4.13,4.46,3.8
Moussa Diabate,LAC,2023,22,10,12,8.9,3765.8,0.71,0.39,0.33,4.41,4.74,4.07
Myles Turner,IND,2023,62,29,33,29.4,11168.6,2.12,1.11,1,4.04,4.36,3.73
Naji Marshall,NOP,2023,77,40,37,23.3,9166.2,1.74,0.92,0.82,4.16,4.38,3.93
Nassir Little,POR,2023,54,22,32,18.1,7166.2,1.36,0.74,0.62,4.18,4.44,3.92
Nathan Knight,MIN,2023,37,18,19,7.7,3030.4,0.57,0.3,0.27,4.1,4.31,3.89
Naz Reid,MIN,2023,68,32,36,18.4,7371.8,1.4,0.74,0.66,4.24,4.58,3.91
Neemias Queta,SAC,2023,5,1,4,5.7,2438.4,0.46,0.24,0.23,4.35,4.74,3.99
Nerlens Noel,BKN,2023,17,4,13,11.4,4443.7,0.84,0.44,0.4,4.07,4.4,3.75
Nic Claxton,BKN,2023,76,41,35,29.9,11869.8,2.25,1.17,1.08,4.24,4.5,3.99
Nick Richards,CHA,2023,65,21,44,18.7,7841.3,1.49,0.79,0.69,4.44,4.73,4.14
Nickeil Alexander-Walker,MIN,2023,58,28,30,15,6384.3,1.21,0.66,0.55,4.49,4.88,4.1
Nicolas Batum,LAC,2023,78,44,34,21.9,8709.4,1.65,0.84,0.81,4.18,4.24,4.12
Nikola Jokic,DEN,2023,69,48,21,33.7,12119.4,2.3,1.25,1.05,3.84,4.21,3.47
Nikola Jovic,MIA,2023,15,7,8,13.6,5507.7,1.04,0.57,0.47,4.3,4.76,3.89
Nikola Vucevic,CHI,2023,81,39,42,33.5,12063.1,2.28,1.19,1.1,3.85,4.07,3.63
Noah Vonleh,BOS,2023,23,17,6,7.5,2963.3,0.56,0.31,0.25,4.19,4.62,3.77
Norman Powell,LAC,2023,60,31,29,26.1,10274.1,1.95,1.06,0.89,4.13,4.44,3.8
O.G. Anunoby,TOR,2023,67,33,34,35.6,13461.8,2.55,1.31,1.24,4.01,4.16,3.87
Obi Toppin,NYK,2023,67,37,30,15.7,6665.1,1.26,0.68,0.58,4.5,4.83,4.17
Ochai Agbaji,UTA,2023,59,29,30,20.5,8349.3,1.58,0.86,0.72,4.3,4.71,3.9
Olivier Sarr,OKC,2023,9,5,4,12.6,5147.4,0.97,0.54,0.44,4.32,4.66,3.88
Omer Yurtseven,MIA,2023,9,5,4,9.3,3708.9,0.7,0.38,0.32,4.15,4.2,4.09
Onyeka Okongwu,ATL,2023,80,41,39,23.1,9020.5,1.71,0.88,0.83,4.14,4.33,3.96
Orlando Robinson,MIA,2023,31,18,13,13.7,5449.4,1.03,0.55,0.48,4.22,4.28,4.15
Oshae Brissett,IND,2023,65,27,38,16.7,6812.1,1.29,0.69,0.6,4.31,4.69,3.95
Otto Porter Jr.,TOR,2023,8,4,4,18.3,7313.4,1.39,0.74,0.65,4.24,4.52,3.96
Ousmane Dieng,OKC,2023,39,20,19,14.6,5879.6,1.11,0.61,0.51,4.28,4.76,3.83
P.J. Tucker,PHI,2023,75,48,27,25.6,9801,1.86,0.96,0.89,4.1,4.17,4.02
P.J. Washington,CHA,2023,73,24,49,32.6,12965.1,2.46,1.34,1.11,4.24,4.71,3.78
PJ Dozier,SAC,2023,16,11,5,5,2074.1,0.39,0.22,0.18,4.36,4.72,3.87
Paolo Banchero,ORL,2023,72,31,41,33.8,13199.4,2.5,1.36,1.14,4.15,4.58,3.73
Pascal Siakam,TOR,2023,71,35,36,37.4,14312,2.71,1.48,1.23,4.07,4.49,3.65
Pat Connaughton,MIL,2023,61,43,18,23.6,9481.5,1.8,0.96,0.83,4.26,4.65,3.89
Patrick Baldwin Jr.,GSW,2023,31,15,16,7.3,2965,0.56,0.31,0.25,4.28,4.74,3.83
Patrick Beverley,CHI,2023,67,34,33,27.1,10590.7,2.01,1.04,0.96,4.19,4.38,4
Patrick Williams,CHI,2023,81,39,42,28.3,11272.9,2.14,1.11,1.03,4.26,4.57,3.96
Patty Mills,BKN,2023,40,18,22,14.2,5730.3,1.09,0.58,0.5,4.32,4.63,4.01
Paul George,LAC,2023,56,32,24,34.6,12950.1,2.45,1.35,1.1,3.97,4.32,3.6
Paul Reed,PHI,2023,69,44,25,10.9,4537.5,0.86,0.46,0.4,4.37,4.62,4.12
Payton Pritchard,BOS,2023,48,32,16,13.4,5443.6,1.03,0.56,0.47,4.31,4.58,4.03
Peyton Watson,DEN,2023,23,13,10,8.1,3284.3,0.62,0.33,0.29,4.28,4.6,3.97
Precious Achiuwa,TOR,2023,55,30,25,20.7,8146.3,1.54,0.81,0.73,4.15,4.35,3.96
Quentin Grimes,NYK,2023,71,41,30,29.9,11354.3,2.15,1.15,1,4.03,4.16,3.9
Quenton Jackson,WAS,2023,9,3,6,14.9,6311.6,1.2,0.65,0.54,4.43,4.83,4.02
R.J. Hampton,DET,2023,47,9,38,15.9,6605.6,1.25,0.68,0.57,4.37,4.64,4.09
RJ Barrett,NYK,2023,73,40,33,33.9,13475.8,2.55,1.39,1.16,4.21,4.5,3.91
RaiQuan Gray,BKN,2023,1,0,1,35.1,13226,2.5,1.31,1.2,3.94,4.43,3.53
Raul Neto,CLE,2023,48,31,17,10.5,4074.4,0.77,0.41,0.36,4.08,4.24,3.92
Reggie Bullock,DAL,2023,78,37,41,30.3,11411.9,2.16,1.14,1.03,4,4.05,3.95
Reggie Jackson,DEN,2023,68,36,32,24.4,9201.9,1.74,0.96,0.79,4.02,4.35,3.67
Richaun Holmes,SAC,2023,42,22,20,8.3,3180.3,0.6,0.31,0.3,4.05,4.2,3.91
Ricky Rubio,CLE,2023,33,23,10,17.1,6895.9,1.31,0.73,0.58,4.24,4.6,3.87
Robert Covington,LAC,2023,48,20,28,16.2,6102.7,1.16,0.62,0.53,3.93,4.24,3.62
Robert Williams III,BOS,2023,35,24,11,23.5,8897.2,1.69,0.91,0.78,4.03,4.28,3.77
Robin Lopez,CLE,2023,37,25,12,8.1,3070.9,0.58,0.32,0.26,4.01,4.18,3.82
Rodney McGruder,DET,2023,32,4,28,16.4,6890.5,1.31,0.7,0.61,4.48,4.8,4.16
Romeo Langford,SAS,2023,40,13,27,19.7,8271.1,1.57,0.81,0.75,4.45,4.67,4.24
Ron Harper Jr.,TOR,2023,9,6,3,5.3,2166,0.41,0.23,0.18,4.31,4.93,3.7
Royce O'Neale,BKN,2023,76,42,34,31.7,12236.8,2.32,1.27,1.05,4.11,4.58,3.66
Rudy Gay,UTA,2023,56,29,27,14.6,5682.8,1.08,0.58,0.5,4.11,4.38,3.82
Rudy Gobert,MIN,2023,69,33,36,30.7,12019.8,2.28,1.2,1.08,4.16,4.42,3.9
Rui Hachimura,LAL,2023,63,38,25,23.3,9238.8,1.75,0.95,0.8,4.2,4.5,3.9
Russell Westbrook,LAC,2023,73,36,37,29.1,10688,2.02,1.11,0.91,3.9,4.34,3.46
Ryan Arcidiacono,POR,2023,20,9,11,8.6,3596.8,0.68,0.39,0.29,4.42,4.88,4
Ryan Rollins,GSW,2023,12,5,7,5.2,2199.4,0.42,0.22,0.19,4.47,4.7,4.23
Saben Lee,PHX,2023,25,15,10,14.9,6189.3,1.17,0.63,0.54,4.35,4.61,4.08
Saddiq Bey,ATL,2023,76,24,52,27.6,10675.4,2.02,1.05,0.97,4.1,4.28,3.91
Sam Hauser,BOS,2023,80,55,25,16.1,6940.2,1.31,0.73,0.58,4.56,5,4.1
Sam Merrill,CLE,2023,5,4,1,11.7,4874,0.92,0.5,0.42,4.34,4.87,3.85
Sandro Mamukelashvili,SAS,2023,41,22,19,14.9,6293,1.19,0.67,0.53,4.45,4.79,4.09
Santi Aldama,MEM,2023,77,47,30,21.8,9062.8,1.72,0.91,0.81,4.39,4.66,4.13
Scottie Barnes,TOR,2023,77,38,39,34.8,13943.2,2.64,1.41,1.23,4.25,4.58,3.92
Scotty Pippen Jr.,LAL,2023,6,1,5,5.3,2216.3,0.42,0.22,0.2,4.32,4.71,3.96
Serge Ibaka,MIL,2023,16,11,5,11.6,4277.7,0.81,0.45,0.36,3.9,4.03,3.69
Seth Curry,BKN,2023,61,37,24,19.9,7452,1.41,0.76,0.65,3.97,4.26,3.68
Shaedon Sharpe,POR,2023,80,32,48,22.2,8844.6,1.68,0.89,0.79,4.21,4.38,4.03
Shai Gilgeous-Alexander,OKC,2023,68,33,35,35.5,13400,2.54,1.37,1.16,3.99,4.49,3.53
Shake Milton,PHI,2023,76,52,24,20.6,8028.2,1.52,0.82,0.7,4.11,4.41,3.8
Shaquille Harrison,LAL,2023,4,1,3,23.9,10409.5,1.97,1.08,0.89,4.59,4.95,4.23
Simone Fontecchio,UTA,2023,52,25,27,14.7,6167.8,1.17,0.65,0.51,4.39,4.94,3.85
Skylar Mays,POR,2023,5,1,4,33.3,12713.8,2.41,1.32,1.09,4.09,4.48,3.69
Spencer Dinwiddie,BKN,2023,79,41,38,34.5,12441.3,2.36,1.33,1.03,3.84,4.23,3.43
Stanley Johnson,SAS,2023,29,5,24,15.8,6563.2,1.24,0.67,0.58,4.35,4.81,3.94
Stanley Umude,DET,2023,1,0,1,2.1,932,0.18,0.08,0.09,4.66,6.81,3.54
Stephen Curry,GSW,2023,55,29,26,34.9,13830.3,2.62,1.48,1.14,4.22,4.91,3.57
Sterling Brown,LAL,2023,4,2,2,6.1,2630.8,0.5,0.26,0.24,4.45,4.38,4.54
Steven Adams,MEM,2023,42,28,14,27,10210.8,1.93,1.01,0.92,4.02,4.19,3.85
Svi Mykhailiuk,CHA,2023,32,16,16,14.6,5923.2,1.12,0.6,0.52,4.27,4.61,3.94
T.J. McConnell,IND,2023,75,31,44,20.4,8888.5,1.68,0.9,0.78,4.6,5.02,4.2
T.J. Warren,PHX,2023,42,26,16,16.4,6560.9,1.24,0.64,0.6,4.24,4.35,4.13
Taj Gibson,WAS,2023,49,21,28,9.8,3755.2,0.71,0.38,0.33,4.02,4.13,3.91
Talen Horton-Tucker,UTA,2023,65,30,35,20.2,7736.2,1.47,0.82,0.65,4.04,4.5,3.58
Tari Eason,HOU,2023,82,22,60,21.6,8524.9,1.61,0.87,0.75,4.18,4.38,3.96
Taurean Prince,MIN,2023,53,30,23,22,8569.4,1.62,0.85,0.77,4.09,4.38,3.82
Terance Mann,LAC,2023,81,44,37,23.1,9300.1,1.76,0.93,0.83,4.25,4.42,4.08
Terence Davis,SAC,2023,64,38,26,13.1,5468.9,1.04,0.54,0.5,4.4,4.76,4.07
Terrence Ross,PHX,2023,63,27,36,21.1,8322.5,1.58,0.86,0.72,4.19,4.5,3.86
Terry Rozier,CHA,2023,63,19,44,35.3,14298.6,2.71,1.5,1.21,4.33,4.79,3.87
Terry Taylor,CHI,2023,31,13,18,8.5,3537.6,0.67,0.35,0.32,4.37,4.8,3.98
Thaddeus Young,TOR,2023,54,23,31,14.7,5784.1,1.1,0.59,0.51,4.15,4.34,3.94
Thanasis Antetokounmpo,MIL,2023,37,25,12,5.6,2253.1,0.43,0.23,0.2,4.23,4.3,4.16
Theo Maledon,CHA,2023,44,14,30,19.4,8028.1,1.52,0.84,0.68,4.36,4.8,3.91
Theo Pinson,DAL,2023,40,19,21,8.1,3203.8,0.61,0.32,0.28,4.16,4.44,3.88
Thomas Bryant,DEN,2023,59,33,26,18.3,7003.9,1.33,0.71,0.62,4.09,4.38,3.8
Tim Hardaway Jr.,DAL,2023,71,37,34,30.3,11220,2.12,1.16,0.97,3.94,4.18,3.67
Tobias Harris,PHI,2023,74,47,27,32.9,12291.8,2.33,1.24,1.09,3.98,4.14,3.81
Tony Bradley,CHI,2023,11,4,7,2.9,1232.5,0.23,0.12,0.12,4.35,4.68,4.07
Torrey Craig,PHX,2023,79,44,35,24.7,10345.8,1.96,1.04,0.92,4.46,4.7,4.22
Trae Young,ATL,2023,73,38,35,34.8,13130,2.49,1.37,1.12,3.99,4.46,3.53
Tre Jones,SAS,2023,65,19,46,29.1,12289.9,2.33,1.27,1.05,4.49,4.92,4.05
Tre Mann,OKC,2023,67,31,36,17.7,7155.5,1.36,0.73,0.62,4.3,4.65,3.95
Trendon Watford,POR,2023,61,26,35,19.1,7293.8,1.38,0.76,0.62,4.05,4.35,3.72
Trent Forrest,ATL,2023,23,9,14,12,4772,0.9,0.48,0.43,4.18,4.4,3.96
Trevelin Queen,IND,2023,7,2,5,10,4149.6,0.79,0.43,0.36,4.4,5.01,3.83
Trevor Hudgins,HOU,2023,5,0,5,5.7,2196.6,0.42,0.23,0.19,4.07,4.39,3.76
Trevor Keels,NYK,2023,3,3,0,2.7,995,0.19,0.11,0.08,4.08,3.75,2.98
Trey Lyles,SAC,2023,74,43,31,16.9,6970.3,1.32,0.69,0.63,4.34,4.68,4.01
Trey Murphy III,NOP,2023,79,39,40,31,12216.3,2.31,1.19,1.12,4.19,4.38,4.02
Troy Brown Jr.,LAL,2023,76,40,36,24.5,9895.1,1.87,0.98,0.89,4.32,4.55,4.09
Ty Jerome,GSW,2023,45,22,23,18.1,7012.1,1.33,0.76,0.57,4.08,4.59,3.55
TyTy Washington Jr.,HOU,2023,31,6,25,14,5237.4,0.99,0.54,0.45,3.98,4.3,3.63
Tyler Dorsey,DAL,2023,3,2,1,2.8,909.3,0.17,0.09,0.08,3.35,3.97,2.72
Tyler Herro,MIA,2023,67,37,30,34.9,13990.9,2.65,1.45,1.2,4.27,4.63,3.9
Tyrese Haliburton,IND,2023,56,28,28,33.6,13544,2.57,1.43,1.13,4.28,4.91,3.68
Tyrese Martin,ATL,2023,16,10,6,4.1,1652.8,0.31,0.17,0.15,4.21,4.49,3.93
Tyrese Maxey,PHI,2023,60,39,21,33.6,13598.9,2.58,1.4,1.17,4.31,4.58,4.03
Tyus Jones,MEM,2023,80,51,29,24.2,9876.3,1.87,1.02,0.86,4.31,4.7,3.93
