PLAYER,TEAM,YEAR,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Kevon Looney,GSW,2022,26,82,53,29,21.1,113.2,107.2,6,12.7,2.46,25.2,12,21,16.6,10.2,57.1,58.6,12,99.65,10.2,3574,,,,,,
Mikal Bridges,PHX,2022,25,82,64,18,34.8,116.7,106.9,9.8,8.4,2.72,15.7,2.7,8.9,6,5.8,60.1,62.7,14.9,100.59,9.1,5976,,,,,,
Saddiq Bey,DET,2022,23,82,23,59,33,104.7,114,-9.3,13.8,2.43,14.8,3.5,12.5,7.8,6.1,48.9,52.9,20.9,99.32,10,5605,,,,,,
Alec Burks,NYK,2022,30,81,37,44,28.6,110.3,108.1,2.3,15.8,2.63,20.5,1.9,14.8,8.2,7.8,49.9,55.9,17.1,96.97,9.9,4691,,,,,,
Buddy Hield,IND,2022,29,81,26,55,30.8,111.4,115.1,-3.6,13.5,1.5,15.1,2.5,11.4,6.8,10.1,52.6,54.8,21.4,100.47,8.4,5242,,,,,,
Patty Mills,BKN,2022,33,81,44,37,29,112.3,110.7,1.5,10.6,2.51,17.1,0.8,5.5,3.2,6.8,55.1,56.3,16,100.56,6.6,4933,,,,,,
Terance Mann,LAC,2022,25,81,41,40,28.6,108.6,107.1,1.5,13.1,2.49,19.8,4.4,12.7,8.6,8,53.9,57.2,15.7,98.84,9.5,4768,,,,,,
Chris Boucher,TOR,2022,29,80,48,32,21.1,111,105.7,5.3,2.2,0.6,3.4,9.5,18.3,13.7,5.8,52.3,57,17.2,97.6,11.1,3440,,,,,,
Dorian Finney-Smith,DAL,2022,29,80,51,29,33,114.8,110.4,4.4,8,1.88,15.6,4.7,9.5,7.2,8.3,59.5,60.4,13.8,94.83,7.6,5227,,,,,,
Evan Fournier,NYK,2022,29,80,36,44,29.5,109.7,112.5,-2.7,11.4,1.63,13.3,1.3,7.3,4.2,8.2,54.1,55.4,20.1,97.94,7.4,4828,,,,,,
Miles Bridges,CHA,2022,24,80,41,39,35.5,114.5,112.4,2.1,15.3,2,16.6,3,15.8,9.4,8.3,55.4,59.3,22.4,100.98,12,5975,,,,,,
Duncan Robinson,MIA,2022,28,79,52,27,25.9,110.4,107.9,2.6,9.5,2.15,13.8,1.2,8.9,5,6.4,55.9,57.3,17.4,96.48,6.7,4106,,,,,,
Franz Wagner,ORL,2022,20,79,21,58,30.7,105.9,110.8,-4.9,15.1,1.94,16.2,3.3,10.6,6.9,8.4,51.7,55.9,20.8,100.13,10.2,5070,,,,,,
Jalen Brunson,DAL,2022,25,79,50,29,31.9,113.8,109.4,4.4,23.7,3.04,23.7,1.7,10.5,6.2,7.8,54.9,58.3,21.5,95.68,12.2,5036,,,,,,
Jordan Clarkson,UTA,2022,30,79,47,32,27.1,115.7,107,8.7,14.4,1.5,12.9,3,9.1,6.1,8.6,50.4,53.2,25.8,98.29,9.7,4384,,,,,,
Kenyon Martin Jr.,HOU,2022,21,79,20,59,21,108.5,115.4,-6.9,9.1,1.68,13.7,4.7,13.1,8.8,8.2,59.1,60.3,15.8,102.4,9.5,3536,,,,,,
Malik Beasley,MIN,2022,25,79,46,33,25,112.1,110.1,2,8.5,2.7,11.3,1.2,10,5.4,4.2,53.2,54.4,18.9,103.24,8.1,4250,,,,,,
Herbert Jones,NOP,2022,23,78,36,42,29.9,112.2,110.2,2,9.7,1.67,18.3,4.1,8.6,6.3,10.9,52.5,57.3,13.6,98.84,6.8,4796,,,,,,
Immanuel Quickley,NYK,2022,23,78,35,43,23.1,111.4,104.8,6.6,24.4,2.78,23.3,1.7,11.4,6.6,8.4,48.7,54.3,21.7,96.27,11,3626,,,,,,
Jae'Sean Tate,HOU,2022,26,78,19,59,26.4,105.3,114.2,-8.9,17.1,1.6,19,6.3,13.5,9.8,11.9,54.1,56.7,19.4,101.95,9,4361,,,,,,
Jaren Jackson Jr.,MEM,2022,22,78,53,25,27.3,113.9,106,7.9,5.8,0.66,6.1,5,14.5,9.7,9.3,47.7,53.5,24.8,101.97,9.6,4518,,,,,,
Russell Westbrook,LAL,2022,33,78,31,47,34.3,107.5,111.5,-4,31.1,1.86,24.4,3.9,16.5,10.3,13.1,47.6,51.2,26.4,102.57,11.3,5730,,,,,,
Torrey Craig,PHX,2022,31,78,36,42,20.5,106.8,111.8,-5,8.2,1.36,14.7,5,13.7,9.3,10.8,54.1,55.6,13.9,100.36,7.3,3329,,,,,,
Ayo Dosunmu,CHI,2022,22,77,42,35,27.4,109.1,114.1,-5,16.4,2.37,27.5,1.3,9,5.2,11.6,58.5,59.6,13.8,100.31,7,4418,,,,,,
Corey Kispert,WAS,2022,23,77,31,46,23.4,113,112.9,0.1,6.4,1.7,12.6,3,8.4,5.8,7.4,56.4,58.6,14.2,98.52,6.7,3712,,,,,,
Delon Wright,ATL,2022,30,77,42,35,18.9,111.6,108.8,2.8,17.8,4.18,35.4,3.5,11.6,7.5,8.5,53.5,57.6,10.1,99.19,9.7,2991,,,,,,
Grant Williams,BOS,2022,23,77,49,28,24.4,112.5,108,4.5,5.8,1.26,12.8,3.5,10.7,7.2,10.2,59.7,63.5,12.3,98.4,6.7,3832,,,,,,
Harrison Barnes,SAC,2022,30,77,27,50,33.6,110,116.7,-6.7,10.3,1.58,14.2,3.1,13.5,8.2,9,55.4,62.3,18.4,101.14,10.5,5446,,,,,,
Kentavious Caldwell-Pope,WAS,2022,29,77,34,43,30.2,109.1,113.8,-4.7,9,1.49,12.8,1.8,9.3,5.6,8.6,53.1,56.8,18.5,99.28,8,4816,,,,,,
Naz Reid,MIN,2022,22,77,42,35,15.8,105.5,107.9,-2.4,9.1,0.87,10.3,7.4,16.1,11.5,11.8,54.9,58.8,20.9,103.86,10.3,2616,,,,,,
Royce O'Neale,UTA,2022,29,77,46,31,31.2,115.8,110.5,5.3,10.4,2.42,25.9,2.7,12,7.5,10.7,59.1,60.8,9.8,98.5,6.9,4924,,,,,,
Tyrese Haliburton,IND,2022,22,77,26,51,35,110,115.9,-6,33.5,3.16,34.6,2.2,9.3,5.6,11,56.2,59.5,18.4,100.67,12.2,5655,,,,,,
DeMar DeRozan,CHI,2022,32,76,43,33,36.1,113.1,112,1.1,22.8,2.07,16,2.1,12.2,7.2,7.8,52.1,59,30.8,100.04,14.8,5723,,,,,,
Desmond Bane,MEM,2022,24,76,53,23,29.8,114.7,107.8,6.9,13.6,1.87,14.1,1.8,11.8,6.8,7.5,56.5,59.2,22.6,100.73,11.6,4770,,,,,,
Devonte' Graham,NOP,2022,27,76,34,42,28.4,111.4,111.1,0.3,21,3.01,24.5,1.7,6.4,4,8.2,48.1,51.4,19.1,98.66,8.1,4455,,,,,,
Georges Niang,PHI,2022,29,76,48,28,22.8,110.9,109,1.9,9,1.73,13.7,1.4,9.7,5.7,7.9,57.5,59.4,16,98.83,6.6,3575,,,,,,
Ivica Zubac,LAC,2022,25,76,40,36,24.4,108.7,112.2,-3.5,9.7,1.05,14.4,11.5,22.3,17,13.7,62.6,66,16.8,98.13,12.3,3786,,,,,,
Jayson Tatum,BOS,2022,24,76,49,27,35.9,115.5,103.4,12.1,20.4,1.54,14.5,3.2,18,10.9,9.4,52.6,57.8,31.3,98.12,15.9,5578,,,,,,
Jordan Poole,GSW,2022,23,76,49,27,30,112.1,105.5,6.6,20.7,1.63,18.4,1.5,9.4,5.6,11.3,54.8,59.8,25.2,100.05,11.1,4765,,,,,,
Kelly Oubre Jr.,CHA,2022,26,76,39,37,26.3,112.3,112.4,-0.2,6.3,1.25,7.2,3.6,10.6,7.1,5.8,54.2,56,22.3,101.87,8.6,4235,,,,,,
Malik Monk,LAL,2022,24,76,32,44,28.1,113.2,112.9,0.3,14.4,1.79,17.9,1.7,9.9,5.8,10,57.8,59.7,19.5,101.65,9.3,4546,,,,,,
Steven Adams,MEM,2022,28,76,51,25,26.3,117.8,109.5,8.3,15.5,2.23,30.5,15.9,19.8,17.8,13.7,54.7,56,11.8,99.57,10.8,4150,,,,,,
Trae Young,ATL,2022,23,76,40,36,34.9,117.2,114.9,2.3,44.2,2.43,26.1,1.9,8.7,5.3,10.7,53.6,60.3,33.3,100.2,16.1,5550,,,,,,
Aaron Gordon,DEN,2022,26,75,46,29,31.7,117.3,111.1,6.2,10.9,1.41,15,5.7,12.9,9.5,10.6,57.3,60.2,19.4,99,9.6,4908,,,,,,
Bryn Forbes,DEN,2022,28,75,36,39,17.1,109.3,109.8,-0.5,8.6,1.34,10.7,0.7,6.3,3.5,8,54.2,57.4,20.1,101.29,7.4,2731,,,,,,
Davion Mitchell,SAC,2022,23,75,28,47,27.7,105.3,111.3,-6,23.5,2.75,24,1.5,6.2,3.8,8.7,47.7,48.9,20.2,100.85,7.4,4356,,,,,,
Derrick White,BOS,2022,27,75,40,35,29.3,111.3,106.4,4.9,23.1,3.08,26.5,1.7,9.4,5.6,8.6,49.3,54.9,19.6,100.43,10.1,4589,,,,,,
Jeff Green,DEN,2022,35,75,44,31,24.7,113.3,111.5,1.8,7.1,1.35,12.3,2.4,10,6.3,9.1,57.4,62.7,16,99.56,7.5,3831,,,,,,
Keldon Johnson,SAS,2022,22,75,33,42,31.9,113.2,111.1,2.1,9.1,1.72,11.6,3.1,14.8,8.9,6.8,54.5,57.4,21,101.51,10.2,5043,,,,,,
LaMelo Ball,CHA,2022,20,75,39,36,32.3,114,112.5,1.5,34.1,2.33,26.4,4.2,15.7,9.8,11.3,51.7,55.4,27.1,102.88,13.2,5200,,,,,,
Monte Morris,DEN,2022,27,75,44,31,29.9,116.3,110.4,6,20.1,4.27,27.3,1.3,8.7,5.2,6.4,56.4,58.3,17.3,98.55,9.8,4601,,,,,,
Reggie Jackson,LAC,2022,32,75,38,37,31.2,108.2,109.4,-1.3,24.5,2.08,19.7,1.6,9.2,5.5,9.5,46,48.8,27.3,98.77,8.8,4804,,,,,,
Trey Lyles,SAC,2022,26,75,19,56,20.5,106.4,113.6,-7.2,9,1.21,10.7,5.6,18.9,12.1,8.9,52.6,58.8,20.5,100.8,11.5,3228,,,,,,
Tyrese Maxey,PHI,2022,21,75,45,30,35.3,113.3,109.7,3.6,19.1,3.65,21.4,1,8,4.6,5.9,55.2,59.4,19.9,97.1,10.5,5362,,,,,,
Clint Capela,ATL,2022,28,74,40,34,27.6,116.6,113.3,3.3,6.2,2.09,11.3,13.3,28.4,20.8,5.4,61.3,60.4,14.9,100.22,13.3,4257,,,,,,
JaVale McGee,PHX,2022,34,74,57,17,15.8,110.4,104.6,5.8,5.5,0.43,6.4,13.4,26.6,20.1,14.9,63.1,65.1,21.4,102,15.2,2479,,,,,,
Jarred Vanderbilt,MIN,2022,23,74,41,33,25.4,115.5,110.5,5,6.6,1.29,16,10.7,21.2,15.8,12.5,59,61.2,10.8,101,10.3,3941,,,,,,
Jonas Valanciunas,NOP,2022,30,74,34,40,30.3,111.4,110.2,1.2,13.7,1.06,13.2,10,28,18.9,12.5,57.4,61.7,23.8,97.63,15.3,4562,,,,,,
Josh Christopher,HOU,2022,20,74,18,56,18,106.9,116.1,-9.2,17,1.32,18.4,3.7,10.3,6.9,14,50.4,53.4,20.5,102.59,8.3,2846,,,,,,
Justin Holiday,SAC,2022,33,74,25,49,27.8,108.8,113.9,-5.1,8.6,1.83,14.4,1.4,8,4.6,7.9,52.8,54.3,15.6,100.27,5.7,4302,,,,,,
Karl-Anthony Towns,MIN,2022,26,74,44,30,33.5,116.9,111.6,5.3,17.7,1.19,14.2,7.4,21,14.1,11.9,59.1,64,27.2,101.48,15.9,5232,,,,,,
Kevin Huerter,ATL,2022,23,74,40,34,29.6,116.4,112.5,3.8,12.5,2.23,18.9,1.4,9.8,5.6,8.5,55.9,57,16.9,100.31,7.2,4570,,,,,,
Kevin Love,CLE,2022,33,74,38,36,22.5,108.9,107.4,1.5,15.3,1.63,14.5,5.1,25.8,15.5,8.9,55.3,59.4,23.9,99.97,15.2,3487,,,,,,
Nikola Jokic,DEN,2022,27,74,46,28,33.5,117.3,108.9,8.4,38.8,2.08,24.8,9,31.3,20.9,11.9,62,66.1,30.9,99.46,23,5136,,,,,,
Scottie Barnes,TOR,2022,20,74,43,31,35.4,110.2,108.4,1.8,15,1.88,18.1,6.8,14.1,10.2,9.6,52.4,55.2,18.7,97.03,10.9,5277,,,,,,
Andre Drummond,BKN,2022,28,73,42,31,19.7,112.2,109.8,2.4,13,1.14,17.5,15.5,30.5,23,15.4,57,57.4,18.1,99.27,14,2957,,,,,,
Andrew Wiggins,GSW,2022,27,73,47,26,31.9,111.2,105.4,5.8,10.9,1.45,11.6,3.6,9.5,6.6,8,54.3,56,22.4,99.79,9.7,4836,,,,,,
De'Anthony Melton,MEM,2022,24,73,49,24,22.7,112,106.4,5.6,15.7,1.73,18.4,3.4,15,9,10.6,50.4,52.9,20.5,103.64,10.3,3587,,,,,,
Juan Toscano-Anderson,GSW,2022,29,73,51,22,13.6,109.8,106.9,2.9,18,1.87,27.6,3,14.3,8.9,14.8,54.9,56.1,14.4,99.03,8,2045,,,,,,
Mason Plumlee,CHA,2022,32,73,40,33,24.6,110.5,109.6,0.9,16.5,2.26,31.3,9.1,20.5,14.8,13.8,64.1,60.3,11.7,101.31,9.3,3771,,,,,,
Nikola Vucevic,CHI,2022,31,73,41,32,33.1,111.3,112.8,-1.6,15.3,1.74,15,6,27.4,16.8,8.6,51.8,53.3,24.4,99.04,13.2,5000,,,,,,
Precious Achiuwa,TOR,2022,22,73,46,27,23.6,108.7,106.7,1.9,7.2,0.98,9.9,7.5,18.8,12.8,10.2,48.6,50.3,18,96.88,8.9,3483,,,,,,
Terry Rozier,CHA,2022,28,73,38,35,33.7,113.3,112,1.4,19.7,3.4,19.8,2.1,10.1,6.1,5.8,53.9,56.6,22.7,101.03,11.4,5175,,,,,,
Tobias Harris,PHI,2022,29,73,45,28,34.8,113.2,110,3.2,15.8,2.17,17.1,3.2,16.4,9.9,7.9,53.2,56.6,21.4,96.79,11.5,5131,,,,,,
Tyus Jones,MEM,2022,26,73,51,22,21.2,113,105.5,7.6,28.5,7.04,34.2,1,9.7,5.2,4.9,52.4,54.4,16.4,100.93,12.6,3262,,,,,,
Alperen Sengun,HOU,2022,19,72,18,54,20.7,106.4,116.6,-10.2,19.3,1.28,19.4,8.9,17.4,13,15.2,50.2,55.2,21.4,101.69,9.9,3161,,,,,,
Anthony Edwards,MIN,2022,20,72,39,33,34.2,114.6,110.6,4,17.3,1.45,15,2.3,11.3,6.7,10.4,52.7,56,26.2,101.18,11.1,5189,,,,,,
Bobby Portis,MIL,2022,27,72,46,26,28.2,114.7,108.5,6.3,6.1,0.96,7.8,8.5,21.8,15.3,8.2,55.5,57.1,20.7,101.53,11.7,4311,,,,,,
Bruce Brown,BKN,2022,25,72,37,35,24.6,111.7,112,-0.3,11.4,2.64,19.4,5.6,13,9.4,7.3,54.3,57.5,14.6,100.26,9.3,3690,,,,,,
Daniel Gafford,WAS,2022,23,72,30,42,20.1,108.6,115.5,-6.9,7.1,1.05,11.3,10.7,16.9,13.9,10.8,69.3,70.8,16,99.27,12.2,2985,,,,,,
John Konchar,MEM,2022,26,72,48,24,17.9,109.7,107,2.7,10.9,3.76,25.8,5.9,18.2,11.7,6.9,61.5,61.5,9.7,101.72,10.2,2745,,,,,,
Julius Randle,NYK,2022,27,72,32,40,35.3,108,111.6,-3.6,25.1,1.51,18.2,4.5,22.5,13.2,12,45.9,50.9,27.9,97.68,12.8,5187,,,,,,
Mike Conley,UTA,2022,34,72,44,28,28.6,112.5,104.9,7.7,28.1,3.13,28.1,2.3,7.9,5.1,9,54.2,57.2,20.2,99.63,11.3,4281,,,,,,
Mitchell Robinson,NYK,2022,24,72,32,40,25.7,109.1,111.2,-2.1,3.2,0.63,7.3,14.5,17.1,15.8,11.5,76.1,72.2,11,97.08,11.4,3739,,,,,,
Obi Toppin,NYK,2022,24,72,32,40,17.1,110.9,104,6.9,10.5,1.38,11.6,5.6,15.5,10.7,8.5,58.6,61.4,20.5,97.48,12.9,2494,,,,,,
Cody Martin,CHA,2022,26,71,41,30,26.3,113.1,113,0.1,12.4,2.93,25.2,4.3,10.8,7.5,8.6,55.4,57.9,12,100.54,8,3895,,,,,,
Devin Vassell,SAS,2022,21,71,29,42,27.3,111.2,110.2,1,9.6,2.34,13.6,2.1,12.8,7.4,5.8,51.6,54,18.4,102.5,8.7,4131,,,,,,
Drew Eubanks,POR,2022,25,71,19,52,17.5,103.1,115.9,-12.8,10.7,1.05,14.3,9.7,19.7,14.6,13.6,60.2,63.8,17.1,100.74,11.9,2616,,,,,,
Gary Payton II,GSW,2022,29,71,47,24,17.6,110.6,102.3,8.3,7.6,1.6,13.5,5.8,13.2,9.7,8.4,67.9,67.9,14,100.35,11.4,2591,,,,,,
Isaiah Stewart,DET,2022,21,71,21,50,25.6,102.6,112.1,-9.5,7,0.96,11.7,11.1,21.7,16.1,12.1,52.6,55,14.4,98.58,9.6,3723,,,,,,
Marcus Smart,BOS,2022,28,71,47,24,32.3,114.5,105.2,9.3,24.5,2.62,30.4,1.8,9.3,5.7,11.6,50.1,54,17.9,99.02,9.5,4737,,,,,,
Mo Bamba,ORL,2022,24,71,19,52,25.7,101.8,111.3,-9.6,7.3,1.1,10.5,7.7,21.4,14.6,9.5,56.6,58.2,17,100.13,11.4,3800,,,,,,
Montrezl Harrell,CHA,2022,28,71,36,35,23.1,111.6,108.5,3,13.9,2.01,16.2,9.2,16.3,12.9,8,64.9,68,19.8,99.24,15,3383,,,,,,
Nemanja Bjelica,GSW,2022,34,71,48,23,16.1,109.2,104,5.2,20.4,1.83,25.4,5.5,18.7,12.4,13.9,54.7,57.3,17.5,99.35,11,2368,,,,,,
P.J. Tucker,MIA,2022,37,71,45,26,27.9,113.2,107.1,6.2,10.7,2.26,22.2,5.2,14.6,9.9,9.8,57.7,59.3,11.6,96.38,8.3,3970,,,,,,
Payton Pritchard,BOS,2022,24,71,46,25,14.1,109.4,107.2,2.2,22.2,3.39,24.7,3.1,9.3,6.3,7.3,56.4,57.8,18,98.23,10.7,2057,,,,,,
Robert Covington,LAC,2022,31,71,34,37,27.3,110.9,110.2,0.6,6.6,1.23,13.2,3,16.7,9.8,10.8,54.8,57.2,13.4,99.73,8,4035,,,,,,
Will Barton,DEN,2022,31,71,41,30,32.1,112.5,110.4,2,17.1,2.17,20.4,2,12.8,7.5,9.4,52.5,54.8,20.5,99.34,9.5,4713,,,,,,
Chuma Okeke,ORL,2022,23,70,21,49,25,100.3,109.1,-8.8,10.4,2.07,15.1,2.4,16.5,9.2,7.3,47.8,50.1,15.9,101.68,9.3,3709,,,,,,
Gary Trent Jr.,TOR,2022,23,70,44,26,35,113.5,110.2,3.3,8.5,1.93,10.2,1,7,3.8,5.3,51.1,54.6,21.2,97.94,8.6,4997,,,,,,
Jaden McDaniels,MIN,2022,21,70,40,30,25.8,109.9,109.3,0.6,6.3,1.05,10.8,3.8,11.5,7.5,10.2,53.2,55.3,14.9,102.49,6.1,3840,,,,,,
Jaxson Hayes,NOP,2022,22,70,29,41,20,109.7,109.2,0.5,4.7,0.8,7.5,8,14.6,11.3,9.4,64.1,68,15.9,99.98,11,2914,,,,,,
Jonathan Kuminga,GSW,2022,19,70,44,26,16.9,109.5,107.5,1.9,8.7,0.86,9.3,4.7,13.9,9.6,10.8,56.7,60,22.7,99.79,9.8,2457,,,,,,
Lonnie Walker IV,SAS,2022,23,70,27,43,23,108.5,111.5,-3,13.7,2.14,14.4,1,9.5,5.3,6.7,48,51.2,23.2,102.29,8.3,3447,,,,,,
Luke Kennard,LAC,2022,26,70,35,35,27.4,110,106.6,3.4,11.1,2.43,16.9,1,10,5.7,6.9,59.8,61.9,16,98.54,9.5,3963,,,,,,
RJ Barrett,NYK,2022,22,70,33,37,34.5,108.3,111.6,-3.3,14.6,1.38,12,2.5,13.6,7.9,8.7,46.6,51.1,26.8,97.79,9.9,4932,,,,,,
Raul Neto,WAS,2022,30,70,29,41,19.6,109.6,112.9,-3.3,22.8,2.75,27.7,1,8.9,5,10.1,50.2,53.8,18,99.32,8.5,2842,,,,,,
Al Horford,BOS,2022,36,69,46,23,29.1,112.8,103.4,9.3,15.9,3.57,25.6,5.4,20.1,13,7.2,54.6,57.4,14.7,98.03,12.3,4096,,,,,,
Amir Coffey,LAC,2022,25,69,33,36,22.7,110.1,111,-0.9,11.2,2.76,18.1,1.7,10.2,6,6.6,55.6,59.8,15.4,100.02,8.6,3258,,,,,,
Bojan Bogdanovic,UTA,2022,33,69,45,24,30.9,116.2,111.4,4.8,8.6,1.02,9.4,2.7,10.6,6.8,9.2,55.2,59.9,23.2,98.59,10.2,4382,,,,,,
Bones Hyland,DEN,2022,21,69,41,28,19,113.4,111.7,1.7,22,2.22,21.2,1.1,13.3,7.2,9.6,51.8,55.8,23.1,99.84,9.6,2722,,,,,,
Carmelo Anthony,LAL,2022,38,69,27,42,26,108.7,111.7,-2.9,5.6,1.15,7.5,3.4,11.6,7.6,6.5,54.4,57.9,19.5,103.07,8.9,3862,,,,,,
Darius Bazley,OKC,2022,22,69,19,50,27.9,101.8,113.1,-11.3,7.8,1.08,10.7,3.4,17.6,10.4,9.9,48.4,51.5,18,100.92,9.3,4038,,,,,,
Evan Mobley,CLE,2022,21,69,40,29,33.8,108.5,106.8,1.7,11.7,1.31,14,6.3,17.4,12,10.7,52.2,54.9,20.1,97.5,11.6,4741,,,,,,
Kyle Anderson,MEM,2022,28,69,46,23,21.5,110.3,108.3,2,16.2,2.58,23.9,4.1,19.6,11.5,9.3,48.4,50.6,15.6,103.71,10.5,3203,,,,,,
Landry Shamet,PHX,2022,25,69,53,16,20.8,107.8,102.9,4.9,10.4,2.63,16.3,1,7.2,4.1,6.2,52.1,55,16,101.89,6.9,3045,,,,,,
Taurean Prince,MIN,2022,28,69,40,29,17.1,111.6,110.9,0.7,8,1.28,12.5,2.1,12,7,9.8,56.4,58.9,16.6,104.57,7.6,2553,,,,,,
Tre Jones,SAS,2022,22,69,32,37,16.6,108.8,109.3,-0.5,28,5.07,35.7,2.4,10.3,6.4,7.1,50.4,54.5,15.1,102.57,10.5,2452,,,,,,
Christian Wood,HOU,2022,26,68,19,49,30.8,106.6,115.7,-9.1,12.4,1.23,11.9,5.1,26.5,15.8,9.6,57.6,59.5,23.3,101.9,14.2,4443,,,,,,
Darius Garland,CLE,2022,22,68,37,31,35.7,113.6,106.9,6.6,37.8,2.35,27.8,1.7,7.4,4.6,11.8,53.6,57.6,27.2,97.42,13.4,4954,,,,,,
Dejounte Murray,SAS,2022,25,68,30,38,34.8,112.9,111,1.9,38.8,3.48,29.2,3.1,19.6,11.2,8.4,50,53.3,26.8,101.61,16.3,4988,,,,,,
Devin Booker,PHX,2022,25,68,56,12,34.5,117.6,108.1,9.5,21.2,2.03,16,2,11.7,7.1,7.9,53,57.6,31.3,101.21,13.7,4943,,,,,,
Gabe Vincent,MIA,2022,26,68,47,21,23.4,109.1,106,3.1,19.8,2.14,24.9,1.4,6.4,4,11.6,53.3,55.1,17.4,97.65,7,3232,,,,,,
Isaiah Hartenstein,LAC,2022,24,68,37,31,17.9,112.1,105,7,19.3,1.9,24,9.7,15.8,13,12.6,64.5,66.4,17.7,100.73,13.2,2547,,,,,,
Jakob Poeltl,SAS,2022,26,68,30,38,29,115.2,111.8,3.4,13.1,1.73,18.1,12.5,18.4,15.4,10.4,61.9,61.3,18.2,100.62,11.9,4119,,,,,,
Joel Embiid,PHI,2022,28,68,45,23,33.8,115.6,107.8,7.9,23.6,1.33,13,6.8,27.3,17.6,9.8,53.4,61.6,37.5,96.96,21.2,4640,,,,,,
Max Strus,MIA,2022,26,68,46,22,23.3,113.7,108.1,5.6,8.6,1.61,12.6,1.6,11.2,6.5,7.8,60.2,61.4,17.7,97.07,8.6,3205,,,,,,
Pascal Siakam,TOR,2022,28,68,40,28,37.9,114.3,109.6,4.8,22.4,1.99,18.8,4.6,18.2,11.1,9.5,52.5,56.5,25.7,96.31,13.9,5177,,,,,,
Reggie Bullock,DAL,2022,31,68,44,24,28,113.3,106.7,6.6,6,2.08,13.1,1.7,10.6,6.3,6.3,54.2,55.8,12.8,96.22,6.5,3821,,,,,,
Austin Rivers,DEN,2022,29,67,41,26,22.1,113,111.1,1.9,8.2,1.67,17.6,1.4,6.3,3.9,10.5,53,54.6,12.3,98.91,4.3,3047,,,,,,
Cam Thomas,BKN,2022,20,67,32,35,17.6,106.3,112.7,-6.4,10.2,1.42,11.5,1.3,11.8,6.5,8.1,48,51.9,21.2,100.69,8.9,2476,,,,,,
Dewayne Dedmon,MIA,2022,32,67,43,24,15.9,109.5,106,3.5,6.9,0.67,10.4,10,25.1,17.8,15.5,59.8,63.2,16.4,98.33,11.3,2169,,,,,,
Donovan Mitchell,UTA,2022,25,67,41,26,33.8,117.6,111.7,5.9,26.7,1.79,17.4,2.4,9.6,6.1,9.7,53.3,57.2,32.2,98.77,13.5,4662,,,,,,
Furkan Korkmaz,PHI,2022,24,67,44,23,21.1,108.8,108,0.8,12.9,2.65,18.6,1.5,10.4,6.1,7,46.9,50.2,17,99.33,7.6,2929,,,,,,
Giannis Antetokounmpo,MIL,2022,27,67,45,22,32.9,115.9,107.9,8,30.4,1.77,17.8,6,26.7,16.8,10,58.2,63.3,34,103.12,21,4743,,,,,,
Isaac Okoro,CLE,2022,21,67,34,33,29.6,112.4,109.3,3.1,8.3,2.09,17.8,3.7,6.5,5.2,8.5,54.4,58.9,12.3,97.54,5.7,4014,,,,,,
JaMychal Green,DEN,2022,32,67,36,31,16.2,106.8,110.3,-3.5,8.4,1.04,12.1,7.3,18.7,12.9,11.7,53.7,58.7,16.8,99.32,9.3,2241,,,,,,
Jae Crowder,PHX,2022,31,67,54,13,28.1,116.1,105.9,10.2,8,2.25,16.4,1.7,16,9.2,7.3,51.6,54.1,14.6,101.06,7.7,3966,,,,,,
Jalen Green,HOU,2022,20,67,12,55,31.9,105.7,116.9,-11.3,13.2,1.3,12.9,1.5,8.8,5.1,9.9,50.8,54.7,23.4,102.5,8.5,4563,,,,,,
Josh Green,DAL,2022,21,67,44,23,15.5,107.5,103.8,3.7,11,1.8,19.8,4.9,10.5,7.7,11.1,56.3,57.8,13,100.49,7.2,2170,,,,,,
Jrue Holiday,MIL,2022,32,67,47,20,32.9,118.2,109.7,8.5,29.7,2.5,27.3,3.1,10,6.6,10.9,57,59.3,23.1,101.18,12.6,4666,,,,,,
Oshae Brissett,IND,2022,24,67,19,48,23.3,110.8,116.8,-6,6.4,1.33,10.2,6.5,16.5,11.3,7.7,49.3,53,16.6,101.21,7.9,3288,,,,,,
Spencer Dinwiddie,DAL,2022,29,67,38,29,29.6,108.4,109.4,-1,27,3.33,26.8,2.2,11.1,6.8,8,49.3,54.3,20.8,98.28,10.7,4052,,,,,,
Zach LaVine,CHI,2022,27,67,37,30,34.7,112.5,113.4,-0.9,20.7,1.77,16.7,1,12.1,6.7,9.4,55.4,60.5,28.4,99.36,12.9,4827,,,,,,
Cameron Johnson,PHX,2022,26,66,50,16,26.2,110.8,104.6,6.2,7.9,2.11,12.4,2.3,12.3,7.5,5.9,59.6,62.5,16.7,102.22,10.5,3680,,,,,,
Cedi Osman,CLE,2022,27,66,37,29,22.1,107.5,109.2,-1.8,14.4,2.01,16.3,1.7,8,4.9,8.1,54.4,56.3,20.6,99.48,8.1,3028,,,,,,
Danilo Gallinari,ATL,2022,33,66,35,31,25.3,116,112.6,3.4,8.6,2.66,12.5,2.1,16.1,9.2,4.7,52.8,57.9,18.2,99.77,9.9,3471,,,,,,
